no,category,brand,name,price,gender,color_family,link,list_image
2,Hand Bags,Hersbags,Claire Bag H57B,Rp 740.000,female,black,https://www.zalora.co.id/hersbags-claire-bag-h57b-black-1869545.html,http://static.id.zalora.net/p/hersbags-8949-5459681-1.jpg|http://static.id.zalora.net/p/hersbags-8950-5459681-2.jpg|http://static.id.zalora.net/p/hersbags-8950-5459681-3.jpg|http://static.id.zalora.net/p/hersbags-8951-5459681-4.jpg|http://static.id.zalora.net/p/hersbags-8951-5459681-5.jpg|http://static.id.zalora.net/p/hersbags-0342-5459681-6.jpg|
3,Hand Bags,PALOMINO,Soraya Bag,Rp 918.000,female,beige,https://www.zalora.co.id/palomino-soraya-bag-beige-2106010.html,http://static.id.zalora.net/p/palomino-2041-0106012-1.jpg|http://static.id.zalora.net/p/palomino-2042-0106012-2.jpg|http://static.id.zalora.net/p/palomino-2043-0106012-3.jpg|http://static.id.zalora.net/p/palomino-2043-0106012-4.jpg|http://static.id.zalora.net/p/palomino-2044-0106012-5.jpg|http://static.id.zalora.net/p/palomino-1181-0106012-6.jpg|
4,Hand Bags,Phillipe Jourdan,Oldwyn,Rp 1.099.000,female,black,https://www.zalora.co.id/phillipe-jourdan-oldwyn-black-2119968.html,http://static.id.zalora.net/p/phillipe-jourdan-0936-8699112-1.jpg|http://static.id.zalora.net/p/phillipe-jourdan-0936-8699112-2.jpg|http://static.id.zalora.net/p/phillipe-jourdan-0937-8699112-3.jpg|http://static.id.zalora.net/p/phillipe-jourdan-0937-8699112-4.jpg|http://static.id.zalora.net/p/phillipe-jourdan-0938-8699112-5.jpg|http://static.id.zalora.net/p/phillipe-jourdan-0812-8699112-6.jpg|
5,Hand Bags,Gobelini,Marylin Satchel,Rp 2.780.000,female,navy,https://www.zalora.co.id/gobelini-marylin-satchel-navy-1814557.html,http://static.id.zalora.net/p/gobelini-8331-7554181-1.jpg|http://static.id.zalora.net/p/gobelini-8340-7554181-2.jpg|http://static.id.zalora.net/p/gobelini-8348-7554181-3.jpg|http://static.id.zalora.net/p/gobelini-8355-7554181-4.jpg|http://static.id.zalora.net/p/gobelini-8362-7554181-5.jpg|http://static.id.zalora.net/p/gobelini-6294-7554181-6.jpg|
6,Hand Bags,BELLEZZA,Aurelia Bag,Rp 899.000,female,black|grey,https://www.zalora.co.id/bellezza-aurelia-bag-black-grey-2138376.html,http://static.id.zalora.net/p/bellezza-2836-6738312-1.jpg|http://static.id.zalora.net/p/bellezza-2837-6738312-2.jpg|http://static.id.zalora.net/p/bellezza-2837-6738312-3.jpg|http://static.id.zalora.net/p/bellezza-2838-6738312-4.jpg|http://static.id.zalora.net/p/bellezza-2838-6738312-5.jpg|http://static.id.zalora.net/p/bellezza-8273-6738312-6.jpg|
7,Hand Bags,Hersbags,Molly H125Bn,Rp 630.000,female,brown,https://www.zalora.co.id/hersbags-molly-h125bn-brown-2266960.html,http://static.id.zalora.net/p/hersbags-5225-0696622-1.jpg|http://static.id.zalora.net/p/hersbags-5226-0696622-2.jpg|http://static.id.zalora.net/p/hersbags-5226-0696622-3.jpg|http://static.id.zalora.net/p/hersbags-5227-0696622-4.jpg|http://static.id.zalora.net/p/hersbags-5227-0696622-5.jpg|http://static.id.zalora.net/p/hersbags-6915-0696622-6.jpg|
8,Hand Bags,Obermain,Roslind (M),Rp 999.000,female,multi,https://www.zalora.co.id/obermain-roslind-m-multi-2342675.html,http://static.id.zalora.net/p/obermain-1379-5762432-1.jpg|http://static.id.zalora.net/p/obermain-1380-5762432-2.jpg|http://static.id.zalora.net/p/obermain-1381-5762432-3.jpg|http://static.id.zalora.net/p/obermain-1383-5762432-4.jpg|http://static.id.zalora.net/p/obermain-1384-5762432-5.jpg|
9,Hand Bags,Wilia,Ainuola,Rp 599.000,female,pink,https://www.zalora.co.id/wilia-ainuola-pink-2258963.html,http://static.id.zalora.net/p/wilia-9164-3698522-1.jpg|http://static.id.zalora.net/p/wilia-9164-3698522-2.jpg|http://static.id.zalora.net/p/wilia-9165-3698522-3.jpg|http://static.id.zalora.net/p/wilia-9165-3698522-4.jpg|http://static.id.zalora.net/p/wilia-9166-3698522-5.jpg|http://static.id.zalora.net/p/wilia-6982-3698522-6.jpg|
10,Hand Bags,Pierre Cardin,Pc Trend Bag Blk,Rp 1.099.000,female,black,https://www.zalora.co.id/pierre-cardin-pc-trend-bag-blk-black-2323236.html,http://static.id.zalora.net/p/pierre-cardin-3765-6323232-1.jpg|http://static.id.zalora.net/p/pierre-cardin-3765-6323232-2.jpg|http://static.id.zalora.net/p/pierre-cardin-3766-6323232-3.jpg|http://static.id.zalora.net/p/pierre-cardin-3767-6323232-4.jpg|http://static.id.zalora.net/p/pierre-cardin-3767-6323232-5.jpg|
11,Hand Bags,HUER,Yiba Satchel Bag With 2 Interchangeable Strap,Rp 949.000,female,pink,https://www.zalora.co.id/huer-yiba-satchel-bag-with-2-interchangeable-strap-pink-2361706.html,http://static.id.zalora.net/p/huer-4335-6071632-1.jpg|http://static.id.zalora.net/p/huer-4336-6071632-2.jpg|http://static.id.zalora.net/p/huer-4336-6071632-3.jpg|http://static.id.zalora.net/p/huer-4337-6071632-4.jpg|http://static.id.zalora.net/p/huer-4338-6071632-5.jpg|
12,Hand Bags,Noche,Bag Halston,Rp 599.000,female,brown,https://www.zalora.co.id/noche-bag-halston-brown-2365365.html,http://static.id.zalora.net/p/noche-7625-5635632-1.jpg|http://static.id.zalora.net/p/noche-7627-5635632-2.jpg|http://static.id.zalora.net/p/noche-7629-5635632-3.jpg|http://static.id.zalora.net/p/noche-7633-5635632-4.jpg|http://static.id.zalora.net/p/noche-7635-5635632-5.jpg|
13,Hand Bags,Aamour,Nicole Bag,Rp 784.000,female,black,https://www.zalora.co.id/aamour-nicole-bag-black-2127506.html,http://static.id.zalora.net/p/aamour-7257-6057212-1.jpg|http://static.id.zalora.net/p/aamour-7257-6057212-2.jpg|http://static.id.zalora.net/p/aamour-7258-6057212-3.jpg|http://static.id.zalora.net/p/aamour-7258-6057212-4.jpg|http://static.id.zalora.net/p/aamour-7258-6057212-5.jpg|http://static.id.zalora.net/p/aamour-1427-6057212-6.jpg|
14,Hand Bags,Les Catino,New York Chelsea Satchel Nl,Rp 1.098.800,female,black|brown,https://www.zalora.co.id/les-catino-new-york-chelsea-satchel-nl-black-brown-2039118.html,http://static.id.zalora.net/p/les-catino-3439-8119302-1.jpg|http://static.id.zalora.net/p/les-catino-3440-8119302-2.jpg|http://static.id.zalora.net/p/les-catino-3440-8119302-3.jpg|http://static.id.zalora.net/p/les-catino-3440-8119302-4.jpg|http://static.id.zalora.net/p/les-catino-3441-8119302-5.jpg|http://static.id.zalora.net/p/les-catino-4899-8119302-6.jpg|
15,Hand Bags,PALOMINO,Pevita,Rp 918.000,female,multi|brown,https://www.zalora.co.id/palomino-pevita-multi-brown-1836782.html,http://static.id.zalora.net/p/palomino-4876-2876381-1.jpg|http://static.id.zalora.net/p/palomino-4877-2876381-2.jpg|http://static.id.zalora.net/p/palomino-4877-2876381-3.jpg|http://static.id.zalora.net/p/palomino-4878-2876381-4.jpg|http://static.id.zalora.net/p/palomino-4878-2876381-5.jpg|http://static.id.zalora.net/p/palomino-7377-2876381-6.jpg|
16,Hand Bags,Scada,Yuri,Rp 979.000,female,brown,https://www.zalora.co.id/scada-yuri-brown-2130986.html,http://static.id.zalora.net/p/scada-4662-6890312-1.jpg|http://static.id.zalora.net/p/scada-4662-6890312-2.jpg|http://static.id.zalora.net/p/scada-4663-6890312-3.jpg|http://static.id.zalora.net/p/scada-4663-6890312-4.jpg|http://static.id.zalora.net/p/scada-4663-6890312-5.jpg|http://static.id.zalora.net/p/scada-3834-6890312-6.jpg|
17,Hand Bags,PALOMINO,Delilah Bag,Rp 758.000,female,green,https://www.zalora.co.id/palomino-delilah-bag-green-2139853.html,http://static.id.zalora.net/p/palomino-9184-3589312-1.jpg|http://static.id.zalora.net/p/palomino-9184-3589312-2.jpg|http://static.id.zalora.net/p/palomino-9185-3589312-3.jpg|http://static.id.zalora.net/p/palomino-9185-3589312-4.jpg|http://static.id.zalora.net/p/palomino-9186-3589312-5.jpg|http://static.id.zalora.net/p/palomino-8125-3589312-6.jpg|
18,Hand Bags,Call It Spring,Savagery Top Handle Bag,Rp 1.019.000,female,beige,https://www.zalora.co.id/call-it-spring-savagery-top-handle-bag-beige-2231795.html,http://static.id.zalora.net/p/call-it-spring-8034-5971322-1.jpg|http://static.id.zalora.net/p/call-it-spring-8034-5971322-2.jpg|http://static.id.zalora.net/p/call-it-spring-8034-5971322-3.jpg|http://static.id.zalora.net/p/call-it-spring-8034-5971322-4.jpg|http://static.id.zalora.net/p/call-it-spring-8034-5971322-5.jpg|http://static.id.zalora.net/p/call-it-spring-8034-5971322-6.jpg|
19,Hand Bags,Aamour,Deepdene Bag,Rp 900.000,female,brown,https://www.zalora.co.id/aamour-deepdene-bag-brown-2282550.html,http://static.id.zalora.net/p/aamour-2407-0552822-1.jpg|http://static.id.zalora.net/p/aamour-2408-0552822-2.jpg|http://static.id.zalora.net/p/aamour-2408-0552822-3.jpg|http://static.id.zalora.net/p/aamour-2408-0552822-4.jpg|http://static.id.zalora.net/p/aamour-2409-0552822-5.jpg|http://static.id.zalora.net/p/aamour-3202-0552822-6.jpg|
20,Hand Bags,Phillipe Jourdan,Seira,Rp 1.399.000,female,black,https://www.zalora.co.id/phillipe-jourdan-seira-black-2302536.html,http://static.id.zalora.net/p/phillipe-jourdan-1565-6352032-1.jpg|http://static.id.zalora.net/p/phillipe-jourdan-1566-6352032-2.jpg|http://static.id.zalora.net/p/phillipe-jourdan-1566-6352032-3.jpg|http://static.id.zalora.net/p/phillipe-jourdan-1567-6352032-4.jpg|http://static.id.zalora.net/p/phillipe-jourdan-1567-6352032-5.jpg|
21,Hand Bags,Gobelini,Gg Ge Satchel,Rp 2.780.000,female,brown,https://www.zalora.co.id/gobelini-gg-ge-satchel-brown-2334797.html,http://static.id.zalora.net/p/gobelini-4258-7974332-1.jpg|http://static.id.zalora.net/p/gobelini-4259-7974332-2.jpg|http://static.id.zalora.net/p/gobelini-4260-7974332-3.jpg|http://static.id.zalora.net/p/gobelini-4261-7974332-4.jpg|http://static.id.zalora.net/p/gobelini-4263-7974332-5.jpg|
22,Hand Bags,Noche,Bag Halston,Rp 599.000,female,white,https://www.zalora.co.id/noche-bag-halston-white-2365372.html,http://static.id.zalora.net/p/noche-7837-2735632-1.jpg|http://static.id.zalora.net/p/noche-7839-2735632-2.jpg|http://static.id.zalora.net/p/noche-7842-2735632-3.jpg|http://static.id.zalora.net/p/noche-7845-2735632-4.jpg|http://static.id.zalora.net/p/noche-7847-2735632-5.jpg|
23,Hand Bags,HUER,Faisya Flap Satchel Bag,Rp 930.000,female,brown,https://www.zalora.co.id/huer-faisya-flap-satchel-bag-brown-2353753.html,http://static.id.zalora.net/p/huer-1084-3573532-1.jpg|http://static.id.zalora.net/p/huer-1086-3573532-2.jpg|http://static.id.zalora.net/p/huer-1087-3573532-3.jpg|http://static.id.zalora.net/p/huer-1091-3573532-4.jpg|http://static.id.zalora.net/p/huer-1094-3573532-5.jpg|
24,Hand Bags,Aamour,Anaya Bag,Rp 645.000,female,white,https://www.zalora.co.id/aamour-anaya-bag-white-2127502.html,http://static.id.zalora.net/p/aamour-7252-2057212-1.jpg|http://static.id.zalora.net/p/aamour-7252-2057212-2.jpg|http://static.id.zalora.net/p/aamour-7252-2057212-3.jpg|http://static.id.zalora.net/p/aamour-7253-2057212-4.jpg|http://static.id.zalora.net/p/aamour-7253-2057212-5.jpg|http://static.id.zalora.net/p/aamour-1197-2057212-6.jpg|
25,Hand Bags,PALOMINO,Soraya Bag,Rp 918.000,female,black,https://www.zalora.co.id/palomino-soraya-bag-black-2106008.html,http://static.id.zalora.net/p/palomino-1217-8006012-1.jpg|http://static.id.zalora.net/p/palomino-1217-8006012-2.jpg|http://static.id.zalora.net/p/palomino-1217-8006012-3.jpg|http://static.id.zalora.net/p/palomino-1218-8006012-4.jpg|http://static.id.zalora.net/p/palomino-1218-8006012-5.jpg|http://static.id.zalora.net/p/palomino-0602-8006012-6.jpg|
26,Hand Bags,Pierre Cardin,Ladies Hand Bag,Rp 1.099.000,female,red,https://www.zalora.co.id/pierre-cardin-ladies-hand-bag-red-2216344.html,http://static.id.zalora.net/p/pierre-cardin-4832-4436122-1.jpg|http://static.id.zalora.net/p/pierre-cardin-4832-4436122-2.jpg|http://static.id.zalora.net/p/pierre-cardin-4833-4436122-3.jpg|http://static.id.zalora.net/p/pierre-cardin-4834-4436122-4.jpg|http://static.id.zalora.net/p/pierre-cardin-4834-4436122-5.jpg|http://static.id.zalora.net/p/pierre-cardin-6953-4436122-6.jpg|
27,Hand Bags,EN-JI by Palomino,Urwa,Rp 758.000,female,black,https://www.zalora.co.id/en-ji-by-palomino-urwa-black-2269406.html,http://static.id.zalora.net/p/en-ji-by-palomino-6470-6049622-1.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-6471-6049622-2.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-6471-6049622-3.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-6471-6049622-4.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-6472-6049622-5.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-5302-6049622-6.jpg|
28,Hand Bags,ALDO,Zaoswen,Rp 999.000,female,multi,https://www.zalora.co.id/aldo-zaoswen-multi-2259571.html,http://static.id.zalora.net/p/aldo-1173-1759522-1.jpg|http://static.id.zalora.net/p/aldo-1174-1759522-2.jpg|http://static.id.zalora.net/p/aldo-1174-1759522-3.jpg|http://static.id.zalora.net/p/aldo-1175-1759522-4.jpg|
29,Hand Bags,EN-JI by Palomino,Alice,Rp 758.000,female,green,https://www.zalora.co.id/en-ji-by-palomino-alice-green-2269417.html,http://static.id.zalora.net/p/en-ji-by-palomino-6597-7149622-1.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-6597-7149622-2.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-6597-7149622-3.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-6598-7149622-4.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-6598-7149622-5.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-4515-7149622-6.jpg|
30,Hand Bags,Gobelini,Darren Satchel M,Rp 3.980.000,female,brown,https://www.zalora.co.id/gobelini-darren-satchel-m-brown-2334794.html,http://static.id.zalora.net/p/gobelini-6068-4974332-1.jpg|http://static.id.zalora.net/p/gobelini-6068-4974332-2.jpg|http://static.id.zalora.net/p/gobelini-6069-4974332-3.jpg|http://static.id.zalora.net/p/gobelini-6069-4974332-4.jpg|http://static.id.zalora.net/p/gobelini-6070-4974332-5.jpg|
31,Hand Bags,Obermain,Rosie (M),Rp 1.099.000,female,navy,https://www.zalora.co.id/obermain-rosie-m-navy-2342662.html,http://static.id.zalora.net/p/obermain-6700-2662432-1.jpg|http://static.id.zalora.net/p/obermain-6702-2662432-2.jpg|http://static.id.zalora.net/p/obermain-6703-2662432-3.jpg|http://static.id.zalora.net/p/obermain-6705-2662432-4.jpg|http://static.id.zalora.net/p/obermain-6707-2662432-5.jpg|
32,Hand Bags,HUER,Lhowy Eye Theme Printed Satchel Bag,Rp 998.000,female,white,https://www.zalora.co.id/huer-lhowy-eye-theme-printed-satchel-bag-white-1964599.html,http://static.id.zalora.net/p/huer-3154-9954691-1.jpg|http://static.id.zalora.net/p/huer-3154-9954691-2.jpg|http://static.id.zalora.net/p/huer-3155-9954691-3.jpg|http://static.id.zalora.net/p/huer-3155-9954691-4.jpg|http://static.id.zalora.net/p/huer-3155-9954691-5.jpg|http://static.id.zalora.net/p/huer-3156-9954691-6.jpg|http://static.id.zalora.net/p/huer-2445-9954691-7.jpg|
33,Hand Bags,PALOMINO,LEELA,Rp 918.000,female,black,https://www.zalora.co.id/palomino-leela-black-1938193.html,http://static.id.zalora.net/p/palomino-8376-3918391-1.jpg|http://static.id.zalora.net/p/palomino-8377-3918391-2.jpg|http://static.id.zalora.net/p/palomino-8377-3918391-3.jpg|http://static.id.zalora.net/p/palomino-8378-3918391-4.jpg|http://static.id.zalora.net/p/palomino-8378-3918391-5.jpg|http://static.id.zalora.net/p/palomino-1511-3918391-6.jpg|http://static.id.zalora.net/p/palomino-1744-3918391-7.jpg|http://static.id.zalora.net/p/palomino-1969-3918391-8.jpg|
34,Hand Bags,PALOMINO,Asta Bag,Rp 878.000,female,brown,https://www.zalora.co.id/palomino-asta-bag-brown-2097301.html,http://static.id.zalora.net/p/palomino-6987-1037902-1.jpg|http://static.id.zalora.net/p/palomino-6988-1037902-2.jpg|http://static.id.zalora.net/p/palomino-6988-1037902-3.jpg|http://static.id.zalora.net/p/palomino-6989-1037902-4.jpg|http://static.id.zalora.net/p/palomino-6989-1037902-5.jpg|
35,Hand Bags,EN-JI by Palomino,Manolo Bag,Rp 758.000,female,black,https://www.zalora.co.id/en-ji-by-palomino-manolo-bag-black-2139930.html,http://static.id.zalora.net/p/en-ji-by-palomino-9844-0399312-1.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-9844-0399312-2.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-9844-0399312-3.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-9845-0399312-4.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-9845-0399312-5.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-3610-0399312-6.jpg|
36,Hand Bags,EN-JI by Palomino,Ugi Bag,Rp 878.000,female,brown,https://www.zalora.co.id/en-ji-by-palomino-ugi-bag-brown-2118858.html,http://static.id.zalora.net/p/en-ji-by-palomino-0842-8588112-1.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-0842-8588112-2.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-0843-8588112-3.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-0843-8588112-4.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-0844-8588112-5.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-0416-8588112-6.jpg|
37,Hand Bags,HUER,Kurey Color Blocking Satchel bag,Rp 598.000,female,blue,https://www.zalora.co.id/huer-kurey-color-blocking-satchel-bag-blue-2277826.html,http://static.id.zalora.net/p/huer-2581-6287722-1.jpg|http://static.id.zalora.net/p/huer-2582-6287722-2.jpg|http://static.id.zalora.net/p/huer-2582-6287722-3.jpg|http://static.id.zalora.net/p/huer-2583-6287722-4.jpg|http://static.id.zalora.net/p/huer-2584-6287722-5.jpg|
38,Hand Bags,BELLEZZA,Agata Bag,Rp 849.000,female,beige,https://www.zalora.co.id/bellezza-agata-bag-beige-2218323.html,http://static.id.zalora.net/p/bellezza-8283-3238122-1.jpg|http://static.id.zalora.net/p/bellezza-8283-3238122-2.jpg|http://static.id.zalora.net/p/bellezza-8284-3238122-3.jpg|http://static.id.zalora.net/p/bellezza-8284-3238122-4.jpg|http://static.id.zalora.net/p/bellezza-8284-3238122-5.jpg|
39,Hand Bags,EN-JI by Palomino,Urwa,Rp 758.000,female,green,https://www.zalora.co.id/en-ji-by-palomino-urwa-green-2269415.html,http://static.id.zalora.net/p/en-ji-by-palomino-2197-5149622-1.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-2197-5149622-2.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-2197-5149622-3.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-2197-5149622-4.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-2198-5149622-5.jpg|http://static.id.zalora.net/p/en-ji-by-palomino-1503-5149622-6.jpg|
40,Hand Bags,BELLEZZA,Adora Bag,Rp 899.000,female,navy,https://www.zalora.co.id/bellezza-adora-bag-navy-2218337.html,http://static.id.zalora.net/p/bellezza-9125-7338122-1.jpg|http://static.id.zalora.net/p/bellezza-9125-7338122-2.jpg|http://static.id.zalora.net/p/bellezza-9126-7338122-3.jpg|http://static.id.zalora.net/p/bellezza-9126-7338122-4.jpg|http://static.id.zalora.net/p/bellezza-9127-7338122-5.jpg|
41,Hand Bags,Pierre Cardin,Pc Trend Bag Brw,Rp 1.099.000,female,brown,https://www.zalora.co.id/pierre-cardin-pc-trend-bag-brw-brown-2323235.html,http://static.id.zalora.net/p/pierre-cardin-5193-5323232-1.jpg|http://static.id.zalora.net/p/pierre-cardin-5194-5323232-2.jpg|http://static.id.zalora.net/p/pierre-cardin-5195-5323232-3.jpg|http://static.id.zalora.net/p/pierre-cardin-5195-5323232-4.jpg|http://static.id.zalora.net/p/pierre-cardin-5196-5323232-5.jpg|
42,Hand Bags,Obermain,Rosie (L),Rp 1.299.000,female,navy,https://www.zalora.co.id/obermain-rosie-l-navy-2342647.html,http://static.id.zalora.net/p/obermain-6729-7462432-1.jpg|http://static.id.zalora.net/p/obermain-6731-7462432-2.jpg|http://static.id.zalora.net/p/obermain-6732-7462432-3.jpg|http://static.id.zalora.net/p/obermain-6734-7462432-4.jpg|http://static.id.zalora.net/p/obermain-6736-7462432-5.jpg|
43,Hand Bags,Longchamp,Porte-Documents Fusil Bag,Rp 2.019.000,female,grey,https://www.zalora.co.id/longchamp-porte-documents-fusil-bag-grey-2372358.html,http://static.id.zalora.net/p/longchamp-3833-8532732-1.jpg|http://static.id.zalora.net/p/longchamp-3833-8532732-2.jpg|
44,Hand Bags,TOPSHOP,Casual Ruched Shoulder Bag,Rp 509.000,female,yellow,https://www.zalora.co.id/topshop-casual-ruched-shoulder-bag-yellow-2335129.html,http://static.id.zalora.net/p/topshop-1432-9215332-1.jpg|http://static.id.zalora.net/p/topshop-1433-9215332-2.jpg|http://static.id.zalora.net/p/topshop-1433-9215332-3.jpg|http://static.id.zalora.net/p/topshop-1434-9215332-4.jpg|http://static.id.zalora.net/p/topshop-1434-9215332-5.jpg|http://static.id.zalora.net/p/topshop-1414-9215332-6.jpg|
45,Hand Bags,Hush Puppies,Duffy Handheld M,Rp 1.099.000,female,blue,https://www.zalora.co.id/hush-puppies-duffy-handheld-m-blue-1981232.html,http://static.id.zalora.net/p/hush-puppies-9283-2321891-1.jpg|http://static.id.zalora.net/p/hush-puppies-9284-2321891-2.jpg|http://static.id.zalora.net/p/hush-puppies-9284-2321891-3.jpg|http://static.id.zalora.net/p/hush-puppies-9285-2321891-4.jpg|http://static.id.zalora.net/p/hush-puppies-9285-2321891-5.jpg|
46,Hand Bags,Aamour,Harlem Bag,Rp 853.000,female,red,https://www.zalora.co.id/aamour-harlem-bag-red-2282539.html,http://static.id.zalora.net/p/aamour-7991-9352822-1.jpg|http://static.id.zalora.net/p/aamour-7991-9352822-2.jpg|http://static.id.zalora.net/p/aamour-7992-9352822-3.jpg|http://static.id.zalora.net/p/aamour-7992-9352822-4.jpg|http://static.id.zalora.net/p/aamour-7993-9352822-5.jpg|http://static.id.zalora.net/p/aamour-6351-9352822-6.jpg|
47,Hand Bags,HUER,Leddy Tote Bag,Rp 658.000,female,brown,https://www.zalora.co.id/huer-leddy-tote-bag-brown-2215360.html,http://static.id.zalora.net/p/huer-8331-0635122-1.jpg|http://static.id.zalora.net/p/huer-8331-0635122-2.jpg|http://static.id.zalora.net/p/huer-8332-0635122-3.jpg|http://static.id.zalora.net/p/huer-8332-0635122-4.jpg|http://static.id.zalora.net/p/huer-8333-0635122-5.jpg|http://static.id.zalora.net/p/huer-7735-0635122-6.jpg|
48,Hand Bags,HUER,Monka Color Blocking Satchel Bag,Rp 958.000,female,black,https://www.zalora.co.id/huer-monka-color-blocking-satchel-bag-black-2269952.html,http://static.id.zalora.net/p/huer-5475-2599622-1.jpg|http://static.id.zalora.net/p/huer-5476-2599622-2.jpg|http://static.id.zalora.net/p/huer-5476-2599622-3.jpg|http://static.id.zalora.net/p/huer-5476-2599622-4.jpg|http://static.id.zalora.net/p/huer-5477-2599622-5.jpg|http://static.id.zalora.net/p/huer-4241-2599622-6.jpg|
49,Hand Bags,Hush Puppies,Katey Satchel M,Rp 1.199.000,female,red,https://www.zalora.co.id/hush-puppies-katey-satchel-m-red-2218009.html,http://static.id.zalora.net/p/hush-puppies-1212-9008122-1.jpg|http://static.id.zalora.net/p/hush-puppies-1213-9008122-2.jpg|http://static.id.zalora.net/p/hush-puppies-1213-9008122-3.jpg|http://static.id.zalora.net/p/hush-puppies-1214-9008122-4.jpg|http://static.id.zalora.net/p/hush-puppies-1214-9008122-5.jpg|http://static.id.zalora.net/p/hush-puppies-4773-9008122-6.jpg|
50,Hand Bags,PALOMINO,Joy Bag,Rp 918.000,female,brown,https://www.zalora.co.id/palomino-joy-bag-brown-2080530.html,http://static.id.zalora.net/p/palomino-8603-0350802-1.jpg|http://static.id.zalora.net/p/palomino-8603-0350802-2.jpg|http://static.id.zalora.net/p/palomino-8603-0350802-3.jpg|http://static.id.zalora.net/p/palomino-8604-0350802-4.jpg|http://static.id.zalora.net/p/palomino-8604-0350802-5.jpg|http://static.id.zalora.net/p/palomino-6733-0350802-6.jpg|
51,Hand Bags,HUER,Faisya Flap Satchel Bag,Rp 930.000,female,black,https://www.zalora.co.id/huer-faisya-flap-satchel-bag-black-2353749.html,http://static.id.zalora.net/p/huer-7355-9473532-1.jpg|http://static.id.zalora.net/p/huer-7356-9473532-2.jpg|http://static.id.zalora.net/p/huer-7358-9473532-3.jpg|http://static.id.zalora.net/p/huer-7359-9473532-4.jpg|http://static.id.zalora.net/p/huer-7361-9473532-5.jpg|
52,Hand Bags,Les Catino,New York Brooklyn Satchel M,Rp 1.199.800,female,navy,https://www.zalora.co.id/les-catino-new-york-brooklyn-satchel-m-navy-1849268.html,http://static.id.zalora.net/p/les-catino-5310-8629481-1.jpg|http://static.id.zalora.net/p/les-catino-5310-8629481-2.jpg|http://static.id.zalora.net/p/les-catino-5310-8629481-3.jpg|http://static.id.zalora.net/p/les-catino-5310-8629481-4.jpg|http://static.id.zalora.net/p/les-catino-5311-8629481-5.jpg|http://static.id.zalora.net/p/les-catino-5840-8629481-6.jpg|
53,Hand Bags,Hush Puppies,Duffy Handheld L,Rp 1.199.000,female,pink,https://www.zalora.co.id/hush-puppies-duffy-handheld-l-pink-1981139.html,http://static.id.zalora.net/p/hush-puppies-6358-9311891-1.jpg|http://static.id.zalora.net/p/hush-puppies-6359-9311891-2.jpg|http://static.id.zalora.net/p/hush-puppies-6359-9311891-3.jpg|http://static.id.zalora.net/p/hush-puppies-6360-9311891-4.jpg|http://static.id.zalora.net/p/hush-puppies-6360-9311891-5.jpg|
54,Hand Bags,Les Catino,Paris Montaigne Satchel Nl,Rp 1.199.800,female,grey,https://www.zalora.co.id/les-catino-paris-montaigne-satchel-nl-grey-2039109.html,http://static.id.zalora.net/p/les-catino-2251-9019302-1.jpg|http://static.id.zalora.net/p/les-catino-2252-9019302-2.jpg|http://static.id.zalora.net/p/les-catino-2252-9019302-3.jpg|http://static.id.zalora.net/p/les-catino-2253-9019302-4.jpg|http://static.id.zalora.net/p/les-catino-2253-9019302-5.jpg|http://static.id.zalora.net/p/les-catino-7044-9019302-6.jpg|
55,Hand Bags,Hush Puppies,Fairy Satchel L,Rp 1.299.000,female,black,https://www.zalora.co.id/hush-puppies-fairy-satchel-l-black-1800158.html,http://static.id.zalora.net/p/hush-puppies-3433-8510081-1.jpg|http://static.id.zalora.net/p/hush-puppies-3434-8510081-2.jpg|http://static.id.zalora.net/p/hush-puppies-3434-8510081-3.jpg|http://static.id.zalora.net/p/hush-puppies-3435-8510081-4.jpg|http://static.id.zalora.net/p/hush-puppies-3435-8510081-5.jpg|http://static.id.zalora.net/p/hush-puppies-5254-8510081-6.jpg|
